Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
IVORY COAST	SASSANDRA - AERO	1961-1990	15.8	35.7	52.6	96.9	235.1	529.1	191.4	32.1	43.6	84.5	119.6	72.8
JAPAN	Wakkanai	1961-1990	98.1	68.1	54.3	55.1	71.0	64.9	93.0	112.1	125.9	130.4	128.1	122.8
JAPAN	Kitamiesashi	1961-1990	93.0	65.1	77.7	63.4	79.4	77.9	100.8	144.8	148.2	131.0	139.7	116.1
JAPAN	Haboro	1961-1990	111.7	76.6	65.9	63.5	71.4	72.6	96.6	143.6	151.3	155.5	157.0	141.4
JAPAN	Omu	1961-1990	54.6	37.5	47.8	47.4	68.0	74.6	87.8	132.6	122.9	103.2	71.8	53.0
JAPAN	Rumoi	1961-1990	108.8	76.7	61.0	53.3	60.9	66.0	94.1	148.4	147.1	142.3	144.0	136.7
JAPAN	Asahikawa	1961-1990	73.1	56.7	56.1	56.7	67.0	70.5	96.0	158.8	131.6	112.3	117.1	95.0
JAPAN	Abashiri	1961-1990	65.0	33.1	57.7	50.0	63.6	75.5	76.4	104.0	97.1	77.8	63.9	51.3
JAPAN	Otaru	1961-1990	131.6	101.2	80.7	61.2	58.1	58.5	75.1	125.4	133.3	140.9	131.7	128.0
JAPAN	Sapporo	1961-1990	107.6	94.1	81.8	62.3	54.8	66.4	68.7	142.0	137.7	115.6	98.5	100.1
JAPAN	Iwamizawa	1961-1990	111.5	86.8	59.0	63.4	70.3	76.0	95.3	156.4	131.4	110.2	116.6	127.4
JAPAN	Obihiro	1961-1990	40.3	37.4	55.9	61.1	71.5	97.7	91.0	136.3	124.0	89.5	72.1	40.4
JAPAN	Kushiro	1961-1990	42.5	38.6	62.3	83.8	103.3	121.5	110.1	118.3	135.5	108.7	72.7	45.3
JAPAN	Nemuro	1961-1990	46.2	33.4	64.0	84.1	100.3	103.8	102.4	113.7	140.3	117.1	80.6	49.6
JAPAN	Suttsu	1961-1990	101.1	79.3	62.6	66.3	64.6	59.8	98.5	138.0	148.7	139.3	137.0	118.8
JAPAN	Muroran	1961-1990	57.8	47.4	58.2	83.4	91.7	121.9	153.6	192.3	164.0	96.5	86.3	57.8
JAPAN	Tomakomai	1961-1990	36.3	36.5	53.7	91.8	105.8	122.6	160.7	197.2	173.6	115.1	81.6	51.3
JAPAN	Urakawa	1961-1990	45.2	34.0	52.5	89.6	104.2	118.2	137.1	152.6	135.9	104.9	93.1	64.2
JAPAN	Esashi	1961-1990	98.4	68.7	65.3	83.3	81.2	79.5	130.9	141.7	149.4	103.5	107.8	99.2
JAPAN	Hakodate	1961-1990	71.3	58.5	62.3	77.3	72.4	81.5	114.0	157.6	175.9	99.9	103.6	80.7
JAPAN	Kutchan	1961-1990	205.0	149.2	102.1	77.1	72.2	67.9	93.6	147.9	142.8	143.3	181.5	202.5
JAPAN	Mombetsu	1961-1990	52.8	34.9	47.6	45.7	65.3	76.0	82.5	127.1	106.4	86.5	59.3	45.0
JAPAN	Hiroo	1961-1990	74.7	65.8	102.8	133.7	139.8	176.5	137.8	215.9	226.0	194.8	149.5	76.5
JAPAN	Ofunato	1961-1990	45.7	61.4	86.6	141.6	149.7	154.0	165.3	197.6	194.5	138.7	99.6	44.3
JAPAN	Shinjo	1961-1990	184.4	123.7	89.7	101.9	88.0	119.5	137.0	177.2	140.0	130.9	183.8	179.7
JAPAN	Wakamatsu	1961-1990	102.7	78.1	72.2	64.7	73.5	117.9	158.0	118.5	130.0	82.1	76.4	90.5
JAPAN	Fukaura	1961-1990	108.4	81.9	83.6	108.2	101.0	109.7	154.0	171.1	184.0	140.2	148.8	135.4
JAPAN	Aomori	1961-1990	170.2	121.5	82.3	67.8	70.5	85.1	100.8	139.7	127.2	98.0	135.6	161.9
JAPAN	Mutsu	1961-1990	104.5	79.0	77.1	90.1	81.0	105.7	124.8	144.1	166.7	109.2	117.5	97.4
JAPAN	Hachinohe	1961-1990	62.3	49.6	48.8	67.9	79.3	90.4	120.8	142.8	165.7	80.1	63.4	44.6
JAPAN	Akita	1961-1990	128.8	93.1	97.5	134.0	114.1	117.0	186.7	189.7	181.9	149.5	181.7	172.4
JAPAN	Morioka	1961-1990	59.4	55.0	81.0	102.0	88.9	113.3	169.4	176.4	158.0	99.2	91.9	70.9
JAPAN	Miyako	1961-1990	61.7	70.2	82.3	90.6	96.9	108.2	123.6	168.9	212.6	108.6	95.6	48.2
JAPAN	Sakata	1961-1990	147.2	110.4	104.5	108.5	102.5	121.1	181.2	181.0	185.1	168.4	226.6	203.0
JAPAN	Yamagata	1961-1990	86.5	74.1	65.5	66.2	75.8	100.3	143.8	138.8	126.9	80.8	83.2	84.4
JAPAN	Sendai	1961-1990	41.2	48.7	68.3	93.8	108.8	133.1	150.7	164.6	186.8	103.4	69.1	35.9
JAPAN	Ishinomaki	1961-1990	39.3	47.7	66.6	91.5	98.7	108.5	125.6	123.7	140.9	108.3	64.1	32.7
JAPAN	Fukushima	1961-1990	44.7	50.5	68.5	73.9	83.8	117.0	137.2	131.9	155.9	99.1	60.4	42.9
JAPAN	Shirakawa	1961-1990	29.0	43.3	67.7	99.2	112.6	177.7	162.9	200.9	191.1	116.3	63.5	33.4
JAPAN	Onahama	1961-1990	45.0	62.1	102.8	128.2	146.1	156.5	113.0	137.5	175.4	162.3	87.6	40.3
JAPAN	Wajima	1961-1990	235.7	153.6	129.8	130.2	128.0	161.0	192.2	180.5	259.4	177.8	236.8	279.7
JAPAN	Aikawa	1961-1990	137.5	101.8	89.8	102.1	99.2	125.3	161.3	137.4	160.7	127.0	158.8	162.3
JAPAN	Niigata	1961-1990	190.8	129.1	103.0	92.1	98.1	117.2	181.8	133.9	157.4	158.7	197.0	219.3
JAPAN	Kanazawa	1961-1990	293.1	195.2	156.5	147.8	150.0	207.0	250.7	171.1	247.5	202.8	265.3	305.4
JAPAN	Fushiki	1961-1990	267.4	178.3	132.1	119.2	117.5	187.7	229.9	168.8	230.1	167.7	218.0	266.1
JAPAN	Toyama	1961-1990	266.2	176.8	144.1	122.4	124.8	196.9	241.9	176.6	233.1	165.9	203.7	243.7
JAPAN	Nagano	1961-1990	47.9	45.4	53.8	61.0	78.7	136.2	144.3	92.5	127.6	68.9	41.9	40.1
JAPAN	Takada	1961-1990	446.1	270.5	190.0	95.7	99.9	151.8	216.4	179.4	234.2	228.5	333.2	434.7
JAPAN	Utsunomiya	1961-1990	25.6	46.6	74.1	109.6	137.7	201.3	170.7	194.2	206.6	118.7	65.3	31.9
JAPAN	Fukui	1961-1990	306.9	193.2	148.1	141.1	145.8	204.7	220.0	133.6	216.8	162.4	202.7	293.0
JAPAN	Takayama	1961-1990	92.1	92.3	119.2	142.1	137.7	227.3	240.8	157.8	242.8	127.2	98.5	79.0
JAPAN	Matsumoto	1961-1990	28.5	44.2	67.3	86.5	94.1	153.3	136.7	93.3	146.0	87.6	47.6	25.4
JAPAN	Suwa	1961-1990	39.4	56.0	83.9	109.4	109.8	200.8	214.2	129.4	183.9	100.2	65.3	35.1
JAPAN	Karuizawa	1961-1990	29.9	43.0	59.6	84.2	108.8	187.4	184.1	159.3	173.3	107.7	50.7	23.3
JAPAN	Maebashi	1961-1990	21.1	34.1	49.9	77.1	93.4	169.9	172.8	171.8	183.4	93.8	45.0	17.9
JAPAN	Kumagaya	1961-1990	24.7	40.8	57.7	86.3	106.6	169.8	134.3	159.2	185.6	116.8	58.4	27.3
JAPAN	Mito	1961-1990	44.3	60.9	94.7	117.6	139.1	174.6	117.2	134.9	162.5	144.6	77.5	39.9
JAPAN	Tsuruga	1961-1990	312.0	207.1	167.9	146.2	146.8	216.2	220.2	130.9	220.6	157.0	190.4	303.6
JAPAN	Gifu	1961-1990	60.3	83.9	131.9	199.4	197.0	294.5	285.8	171.0	248.5	125.4	89.1	47.0
JAPAN	Nagoya	1961-1990	42.3	63.8	110.2	150.5	157.1	217.9	212.5	145.1	211.0	114.1	70.5	40.0
JAPAN	Iida	1961-1990	54.6	74.6	123.9	147.6	150.9	239.0	213.4	148.7	195.7	117.3	77.5	48.3
JAPAN	Kofu	1961-1990	32.5	46.8	75.0	84.5	86.4	149.9	118.2	137.3	150.3	98.1	49.5	26.5
JAPAN	Kawaguchiko	1961-1990	44.9	59.1	84.5	107.4	121.6	186.5	160.2	249.1	207.4	147.0	75.3	40.5
JAPAN	Chichibu	1961-1990	28.2	39.8	59.9	79.3	98.4	153.4	152.6	210.4	205.2	129.9	56.9	24.3
JAPAN	Tateno	1961-1990	35.5	54.7	82.7	101.5	121.2	159.7	121.7	120.3	153.3	138.3	74.7	38.7
JAPAN	Choshi	1961-1985	78.7	96.9	128.5	128.4	141.0	173.5	100.9	107.7	186.0	216.8	122.7	76.5
JAPAN	Ueno	1961-1990	46.0	58.0	92.3	120.7	133.3	215.9	211.5	142.8	173.6	114.8	63.7	37.4
JAPAN	Tsu	1961-1990	45.3	60.6	103.9	149.0	162.2	236.4	218.6	175.7	237.7	145.3	80.3	39.7
JAPAN	Irako	1961-1990	51.4	72.1	112.5	144.4	175.9	215.1	182.7	184.6	200.6	150.8	94.1	42.8
JAPAN	Hamamatsu	1961-1990	54.9	83.3	145.6	178.1	205.4	265.3	221.1	209.7	206.5	153.5	104.9	55.8
JAPAN	Omaezaki	1961-1990	76.7	97.1	166.7	190.2	216.4	280.4	222.9	215.6	211.3	170.7	135.3	70.4
JAPAN	Shizuoka	1961-1990	73.6	103.7	196.8	240.3	235.2	322.6	269.6	276.2	265.2	157.9	121.6	64.3
JAPAN	Mishima	1961-1990	73.9	87.0	153.2	161.6	165.3	251.3	198.1	221.8	221.8	154.0	110.1	60.7
JAPAN	Tokyo	1961-1990	45.1	60.4	99.5	125.0	138.0	185.2	126.1	147.5	179.8	164.1	89.1	45.7
JAPAN	Owase	1961-1990	98.9	128.6	215.6	392.7	338.8	463.9	448.7	552.3	657.7	356.4	248.7	99.5
JAPAN	Irozaki	1961-1990	74.3	82.7	146.3	152.1	192.9	260.5	191.4	186.9	195.2	152.5	115.5	68.4
JAPAN	Ajiro	1961-1990	61.9	80.8	139.7	154.7	171.5	265.4	201.0	219.5	213.8	165.6	102.1	56.5
JAPAN	Yokohama	1961-1990	53.0	74.5	120.5	146.7	151.6	217.5	135.1	146.3	196.4	174.0	104.0	49.4
JAPAN	Tateyama	1961-1990	83.2	99.5	158.3	150.8	144.9	215.5	135.4	143.3	216.8	218.3	144.9	72.8
JAPAN	Katsuura	1961-1990	82.3	108.0	168.9	154.8	179.9	222.9	132.9	149.8	218.7	251.8	157.7	84.4
JAPAN	Oshima	1961-1990	117.1	148.0	253.6	247.0	274.8	365.6	212.9	219.6	329.0	358.6	198.0	107.0
JAPAN	Miyakejima	1961-1990	138.3	172.9	248.8	239.2	250.4	328.2	196.0	225.9	323.6	352.4	255.6	140.7
JAPAN	Hachijojima	1961-1990	175.2	179.7	257.6	238.8	249.2	350.3	189.2	204.0	344.1	456.8	255.2	173.3
JAPAN	Chiba	1961-1990	49.2	67.0	94.1	109.7	95.6	140.7	105.5	120.8	177.4	157.7	84.9	47.2
JAPAN	Yokkaichi	1961-1990	43.1	66.8	118.7	173.2	180.0	263.9	268.5	167.7	241.1	128.2	86.0	40.6
JAPAN	Nikko	1961-1990	47.9	68.2	94.4	151.5	167.1	245.3	249.8	382.2	336.6	184.3	101.9	45.4
JAPAN	Saigo	1961-1990	171.9	119.9	110.0	115.5	117.1	167.6	195.4	130.5	205.9	118.0	144.3	155.0
JAPAN	Matsue	1961-1990	151.1	136.5	126.8	124.0	119.6	196.0	268.3	145.4	216.3	135.0	137.8	137.9
JAPAN	Sakai	1961-1990	179.4	153.0	132.6	128.8	121.3	184.3	241.5	144.7	226.2	148.2	161.2	163.3
JAPAN	Yonago	1961-1990	147.8	137.0	125.1	119.6	117.1	188.2	244.6	154.5	224.7	140.4	132.4	124.8
JAPAN	Tottori	1961-1990	185.3	165.0	124.6	120.5	121.4	168.0	202.5	134.8	246.6	147.7	162.0	171.1
JAPAN	Toyooka	1961-1990	239.4	193.6	143.0	112.6	115.6	166.5	181.4	122.1	247.4	153.6	165.3	184.1
JAPAN	Maizuru	1961-1990	129.7	125.1	121.1	114.0	128.5	184.8	169.3	153.3	224.1	130.7	138.6	107.0
JAPAN	Hagi	1961-1990	88.7	86.4	107.6	134.1	138.2	224.4	249.7	156.8	218.5	102.4	92.5	77.8
JAPAN	Hamada	1961-1990	109.9	91.0	113.4	130.5	135.4	200.3	264.3	131.7	208.5	123.0	111.2	111.5
JAPAN	Tsuyama	1961-1990	48.4	57.0	95.8	144.1	153.1	230.1	258.8	125.5	223.8	96.3	64.2	34.8
JAPAN	Kyoto	1961-1990	50.4	65.8	110.6	151.8	153.7	247.6	234.6	142.8	202.6	112.0	69.5	39.8
JAPAN	Hikone	1961-1990	101.9	103.2	122.3	144.5	143.6	230.8	215.6	121.8	193.5	114.2	81.3	80.9
JAPAN	Shimonoseki	1961-1990	73.5	76.8	108.5	158.4	161.3	278.5	264.2	126.8	179.7	95.1	78.7	58.2
JAPAN	Hiroshima	1961-1990	44.9	59.2	108.8	163.8	153.7	272.0	245.9	116.8	175.2	102.8	72.5	38.7
JAPAN	Kure	1961-1990	45.1	59.8	98.5	149.6	138.9	258.4	206.1	113.5	182.0	100.1	68.9	35.3
JAPAN	Fukuyama	1961-1990	34.6	45.8	69.8	111.1	115.0	198.2	170.2	90.6	161.9	90.5	55.1	25.9
JAPAN	Okayama	1961-1990	30.6	59.6	95.1	93.9	137.9	213.9	134.8	73.0	185.8	75.4	40.9	18.9
JAPAN	Himeji	1961-1990	38.7	51.4	87.2	131.4	140.5	208.9	161.7	100.8	200.2	103.9	61.0	32.3
JAPAN	Kobe	1961-1990	43.4	54.4	92.6	136.4	144.2	218.0	156.8	91.7	170.8	103.1	66.2	38.0
JAPAN	Osaka	1961-1990	45.8	60.4	102.0	133.8	139.4	206.4	156.9	94.8	171.5	107.5	65.1	34.4
JAPAN	Sumoto	1961-1990	52.6	62.2	99.5	150.8	146.0	235.3	156.6	126.6	238.7	130.2	88.1	41.4
JAPAN	Wakayama	1961-1990	49.0	59.3	89.2	124.4	136.8	212.8	149.0	108.5	200.2	111.1	73.1	39.2
JAPAN	Shionomisaki	1961-1990	100.6	110.6	160.8	247.2	277.1	373.2	285.0	272.1	306.6	224.7	194.0	88.9
JAPAN	Nara	1961-1990	49.2	62.3	99.4	125.2	127.3	212.3	185.8	114.8	161.7	109.7	66.6	40.4
JAPAN	Yamaguchi	1961-1990	73.4	91.1	142.3	199.8	175.7	305.4	299.2	154.0	180.9	97.6	71.2	53.5
JAPAN	Izuhara	1961-1990	75.5	92.7	131.2	209.9	199.3	317.7	342.7	242.5	251.0	115.5	106.4	54.7
JAPAN	Hirado	1961-1990	90.2	93.6	137.7	207.0	197.8	315.5	329.8	204.5	205.6	107.5	117.8	72.8
JAPAN	Fukuoka	1961-1990	73.7	70.0	98.4	126.5	144.1	256.2	257.6	165.9	175.2	96.0	80.0	60.7
JAPAN	Iizuka	1961-1990	80.7	83.6	113.3	143.7	162.2	292.9	307.6	165.2	184.8	96.1	78.3	58.9
JAPAN	Sasebo	1961-1990	76.0	83.0	120.4	180.8	189.5	312.3	327.1	188.1	187.6	103.7	95.7	64.5
JAPAN	Saga	1961-1990	62.0	73.5	113.7	171.3	190.0	321.6	341.4	178.2	175.0	96.8	68.5	44.4
JAPAN	Hita	1961-1990	70.2	82.5	110.7	148.8	172.5	324.7	323.4	194.0	159.8	92.7	66.3	48.8
JAPAN	Oita	1961-1990	44.9	66.9	98.0	132.3	157.8	266.6	240.3	174.8	227.1	135.2	61.4	32.3
JAPAN	Nagasaki	1961-1990	77.6	86.4	116.0	174.2	193.0	332.3	333.6	186.6	190.4	103.6	85.1	66.4
JAPAN	Unzendake	1961-1990	101.1	132.7	233.1	247.2	306.7	517.4	608.7	267.6	293.2	153.6	89.1	68.3
JAPAN	Kumamoto	1961-1990	59.9	78.2	121.7	159.8	202.6	392.8	392.7	189.6	157.8	89.9	73.7	49.1
JAPAN	Asosan	1961-1990	106.1	132.1	205.2	268.7	314.9	584.9	670.3	389.4	250.3	148.1	111.6	78.3
JAPAN	Nobeoka	1961-1990	56.0	77.2	134.8	231.2	275.8	358.1	259.9	279.0	307.1	182.7	79.2	42.4
JAPAN	Akune	1961-1990	92.0	93.6	134.4	177.4	204.1	366.5	338.3	201.5	198.3	101.7	90.5	76.4
JAPAN	Hitoyoshi	1961-1990	78.9	95.7	149.4	207.9	244.0	453.1	424.8	216.4	186.7	98.2	84.6	64.2
JAPAN	Kagoshima	1961-1990	87.4	102.7	160.6	229.8	259.0	399.5	303.7	213.1	216.4	106.1	87.6	70.9
JAPAN	Miyakonojo	1961-1990	60.4	91.1	150.8	223.3	253.6	424.9	343.1	340.6	262.6	115.3	78.5	51.5
JAPAN	Miyazaki	1961-1990	62.6	82.6	156.5	220.6	278.9	376.9	288.4	294.0	328.5	194.2	101.2	50.2
JAPAN	Makurazaki	1961-1990	106.4	115.1	148.1	209.1	250.7	345.2	239.3	172.7	198.0	115.5	96.6	96.3
JAPAN	Aburatsu	1961-1990	74.5	102.8	190.1	261.9	314.5	412.0	277.5	256.9	323.9	199.0	119.0	64.7
JAPAN	Yakushima	1961-1990	220.0	304.9	464.7	450.2	504.5	624.7	276.9	239.8	393.7	288.1	295.5	227.7
JAPAN	Tanegashima	1961-1990	105.9	104.8	160.3	207.4	287.9	351.8	189.0	205.2	253.2	161.2	117.6	93.3
JAPAN	Ushibuka	1961-1990	97.9	93.7	132.7	171.0	201.1	350.0	288.4	200.6	181.0	90.7	95.5	86.0
JAPAN	Fukue	1961-1990	111.9	123.3	160.0	258.7	261.2	346.4	313.4	222.6	239.7	106.1	129.1	99.4
JAPAN	Matsuyama	1961-1990	50.5	58.7	86.8	123.2	130.1	232.6	149.3	98.9	152.1	99.1	66.3	38.5
JAPAN	Tadotsu	1961-1990	39.9	48.2	72.9	104.3	110.5	169.3	125.7	92.6	180.2	96.3	62.2	30.2
JAPAN	Takamatsu	1961-1990	41.1	50.4	68.6	98.7	102.1	164.4	129.8	93.5	194.6	106.1	65.4	32.4
JAPAN	Uwajima	1961-1990	64.4	73.7	99.8	139.4	145.0	256.0	210.4	196.4	202.4	110.4	80.8	56.5
JAPAN	Kochi	1961-1990	64.7	92.8	160.8	286.3	263.2	378.5	286.2	337.1	356.5	174.2	134.8	47.3
JAPAN	Tokushima	1961-1990	46.7	56.3	83.1	130.9	136.6	229.6	168.6	178.4	307.8	141.7	96.9	37.9
JAPAN	Sukumo	1961-1990	63.7	81.4	113.3	182.1	204.2	303.2	244.2	266.4	236.3	143.1	102.8	57.9
JAPAN	Shimizu/Ashizuri	1961-1990	85.4	117.0	168.3	246.0	265.3	344.3	239.9	246.7	324.4	243.9	135.2	71.3
JAPAN	Murotomisaki	1961-1990	84.8	105.5	146.3	242.5	275.3	362.3	261.6	235.9	308.5	195.6	144.9	72.4
JAPAN	Naze	1961-1990	187.7	154.1	195.9	214.6	319.2	406.7	220.2	311.0	298.5	219.0	190.2	153.5
JAPAN	Yonagunijima	1961-1990	190.5	155.4	157.0	187.6	231.0	194.2	140.5	207.1	249.8	204.0	246.2	169.2
JAPAN	Iriomotejima	1961-1990	172.3	161.4	153.2	163.6	210.6	196.1	193.2	244.4	248.1	222.8	224.1	152.9
JAPAN	Ishigakijima	1961-1990	119.8	112.9	125.5	152.0	230.6	202.2	181.2	235.9	229.0	173.7	169.4	133.4
JAPAN	Miyakojima	1961-1990	141.4	132.5	129.5	172.1	193.2	217.0	162.5	226.6	199.1	161.8	145.2	152.3
JAPAN	Kumejima	1961-1990	148.6	137.9	173.5	181.6	295.1	268.8	162.0	201.1	162.6	172.5	142.8	130.1
JAPAN	Naha	1961-1986	113.0	106.0	162.0	152.0	243.2	252.7	190.2	258.9	168.0	150.9	116.9	123.0
JAPAN	Nago	1961-1990	122.0	136.6	158.1	167.4	243.5	294.0	202.5	314.7	180.1	194.4	138.7	113.0
JAPAN	Okinoerabu	1961-1990	125.5	123.3	151.2	215.5	236.0	263.8	190.8	203.6	152.3	157.4	148.7	108.4
JAPAN	Minamidaitojima	1961-1990	108.1	80.9	92.4	103.7	183.4	207.2	127.6	192.8	120.7	169.3	122.9	120.2
JAPAN	Chichijima	1961-1990	77.7	64.4	66.8	89.3	168.1	127.7	70.6	89.3	110.5	136.5	148.2	112.1
JAPAN	Minamitorishima	1961-1990	91.6	43.7	56.4	66.0	78.3	70.5	182.9	167.0	118.7	98.0	77.2	101.5
JORDAN	IRBID	1961-1990	109.0	93.0	89.0	28.0	6.0	1.0	0.0	0.0	0.0	15.0	46.0	88.0
JORDAN	AMMAN AIRPORT	1961-1990	62.0	54.0	51.0	17.0	3.0	0.0	0.0	0.0	0.0	8.0	25.0	51.0
JORDAN	DEIR-ALLA	1961-1990	64.0	53.0	47.0	17.0	3.0	0.0	0.0	0.0	0.0	10.0	33.0	53.0
JORDAN	MA'AN AIRPORT	1961-1990	7.1	7.3	6.9	3.6	2.0	0.0	0.0	0.0	0.2	3.8	4.3	7.5
KAZAKSTAN (ASIA)		1961-1990	20.4	15.1	14.3	19.9	32.0	43.6	58.5	51.8	29.6	33.6	26.2	20.9
KAZAKSTAN (ASIA)		1961-1990	12.8	11.3	10.5	17.9	32.7	40.2	68.5	43.6	24.8	22.8	15.9	11.7
KAZAKSTAN (ASIA)		1961-1990	18.3	12.4	12.5	23.5	26.7	39.4	57.7	34.0	26.8	28.7	24.3	20.4
KAZAKSTAN (ASIA)		1961-1990	15.0	11.4	11.2	14.0	26.3	37.0	50.6	39.3	20.8	28.3	21.6	15.4
KAZAKSTAN (ASIA)		1961-1990	21.7	14.3	15.1	21.5	31.2	30.7	46.0	31.7	24.3	27.3	23.8	20.6
KAZAKSTAN (ASIA)		1961-1990	24.8	17.6	20.0	19.1	21.1	36.6	37.7	24.5	26.9	30.3	35.0	28.7
KAZAKSTAN (ASIA)		1961-1990	17.4	13.7	14.3	22.0	33.4	34.8	49.5	39.7	24.0	29.6	21.7	17.3
KAZAKSTAN (ASIA)		1961-1990	20.7	19.0	22.0	25.5	27.3	33.2	29.6	27.0	23.2	30.8	26.9	25.2
KAZAKSTAN (ASIA)		1961-1990	13.8	11.3	14.0	26.6	16.1	21.0	15.8	19.3	15.5	22.4	23.9	20.7
KAZAKSTAN (ASIA)		1961-1990	20.8	18.8	18.4	22.0	35.5	36.0	40.8	33.3	22.2	35.0	27.0	22.1
KAZAKSTAN (ASIA)		1961-1990	15.8	15.5	15.6	17.9	15.0	21.2	15.0	18.0	14.3	19.1	22.7	22.1
KAZAKSTAN (ASIA)		1961-1990	18.6	16.3	16.0	20.7	18.8	19.1	19.2	17.0	16.9	25.4	26.7	22.8
KAZAKSTAN (ASIA)		1961-1990	11.4	12.0	14.4	18.8	17.3	20.8	17.2	13.1	13.0	15.0	15.3	13.7
KAZAKSTAN (ASIA)		1961-1990	18.9	13.2	15.1	19.2	24.3	17.4	21.2	13.8	12.0	19.1	15.6	16.3
KAZAKSTAN (ASIA)		1961-1990	11.1	9.7	13.7	12.2	13.8	17.3	15.6	13.7	11.5	13.0	17.1	12.8
KAZAKSTAN (ASIA)		1961-1990	11.2	8.1	13.7	16.5	11.8	11.4	9.4	6.6	7.8	17.3	14.7	11.7
KAZAKSTAN (ASIA)		1961-1990	10.7	9.2	10.5	10.8	18.0	14.1	18.0	12.7	9.8	12.5	13.5	13.8
KAZAKSTAN (ASIA)		1961-1990	11.0	7.4	15.5	18.8	9.1	6.2	5.7	5.0	8.5	14.2	14.6	12.3
KAZAKSTAN (ASIA)		1961-1990	9.8	7.2	15.2	15.7	14.1	14.7	10.3	5.8	8.0	10.5	11.7	12.4
KAZAKSTAN (ASIA)		1961-1990	15.5	15.6	16.7	17.7	27.4	27.6	36.5	27.9	18.7	27.3	26.3	20.2
KAZAKSTAN (ASIA)		1961-1990	15.9	14.2	23.1	45.4	85.4	71.0	81.7	76.3	69.3	74.0	44.9	22.8
KAZAKSTAN (ASIA)		1961-1990	27.1	22.3	16.7	15.2	33.3	29.2	33.8	20.8	16.3	26.7	38.6	33.1
KAZAKSTAN (ASIA)		1961-1990	10.4	9.4	19.0	30.5	41.0	31.2	42.2	23.9	26.1	34.7	23.6	18.5
KAZAKSTAN (ASIA)		1961-1990	20.5	18.2	22.4	31.6	25.5	26.4	23.5	12.5	9.9	25.8	33.5	28.5
KAZAKSTAN (ASIA)		1961-1990	11.0	9.0	12.8	19.5	18.6	25.6	22.1	10.3	8.3	15.2	16.5	12.0
KAZAKSTAN (ASIA)		1961-1990	32.3	36.5	71.2	104.2	106.6	63.7	31.8	26.4	30.4	62.1	55.4	33.2
KAZAKSTAN (ASIA)		1961-1990	8.0	9.2	14.5	16.5	20.0	16.4	15.5	16.2	16.7	15.7	16.2	16.0
KAZAKSTAN (ASIA)		1961-1990	16.0	13.8	19.7	19.2	13.8	6.8	4.9	5.6	3.3	11.4	15.3	19.5
KAZAKSTAN (ASIA)		1961-1990	20.6	21.6	28.8	31.2	21.7	7.2	3.4	1.7	2.6	12.6	22.0	30.4
KAZAKSTAN (EUROPE)		1961-1990	22	17	17	18	17	25	22	27	21	25	30	23
KENYA	LODWAR	1961-1990	8.6	9.5	18.9	58.0	21.3	7.6	20.2	8.9	5.1	10.2	28.4	14.0
KENYA	KITALE	1979-1990	20.4	52.2	102.5	190.3	198.4	101.1	123.3	150.9	102.8	91.5	90.9	34.8
KENYA	GARISSA	1961-1990	11.9	5.5	48.6	89.7	15.5	5.2	3.4	6.6	8.4	30.0	96.9	51.9
KENYA	DAGORETTI	1961-1990	58.3	49.8	92.2	242.3	189.5	38.6	17.6	24.0	31.2	60.8	149.6	107.6
KENYA	MOMBASE	1961-1990	33.9	14.0	55.6	154.3	235.5	88.3	71.8	68.2	67.2	103.4	104.7	75.8
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	CHUNGGANG	1921-1980	10.4	10.5	23.1	43.3	77.6	114.5	193.5	184.7	77.1	41.7	29.5	18.4
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	HYESAN	1921-1980	5.8	6.7	16.0	28.7	56.6	92.4	135.0	142.6	63.9	24.2	15.6	9.4
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	KIMCHAEK	1921-1980	19.4	16.8	23.8	37.4	51.5	72.5	120.2	166.6	83.6	42.1	34.0	29.7
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	SINEIJU	1921-1980	10.7	11.6	26.4	50.8	72.0	105.8	303.7	269.4	108.6	56.3	33.6	17.2
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	WONSAN	1921-1980	32.6	35.2	51.2	69.3	81.8	136.0	304.8	333.8	202.8	66.7	60.6	31.5
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	PYONGYANG	1921-1980	14.1	12.5	28.3	53.2	62.5	90.9	281.7	247.9	109.1	42.2	36.7	21.3
KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	HAEJU	1921-1980	15.5	14.9	32.6	67.2	81.4	119.7	344.7	259.7	113.0	38.2	36.2	24.4
KOREA, REPUBLIC OF	CHUNCHON	1961-1990	22.2	26.4	44.9	74.6	90.0	133.8	347.3	286.5	162.7	46.0	43.0	19.1
KOREA, REPUBLIC OF	KANGNUNG	1961-1990	58.3	61.1	71.1	77.3	73.6	110.4	217.4	261.9	216.6	112.3	78.2	38.6
KOREA, REPUBLIC OF	SEOUL CITY	1961-1990	23.0	24.6	46.8	93.9	91.8	133.9	369.4	294.2	168.7	49.5	53.3	21.4
